,Ranking,m/z A,Interpretation A,error A,m/z B,Interpretation B,error B
17238,4129,629.40075,y5 (+1),-0.00266287,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117
23552,4130,691.382239,No Match,-1000.0,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363
1076,4131,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,428.215597,internal 3:7 (+1),-0.00162225
11415,4132,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392,646.851595,No Match,-1000.0
19520,4133,660.881708,No Match,-1000.0,428.215597,internal 3:7 (+1),-0.00162225
17410,4134,630.403825,y5 (+1) (C13),-0.00238304,230.116129,internal 10:11-CO (+1),-0.00259655
16551,4135,603.793117,b12 (+2),-0.00200785,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
21514,4136,675.869221,No Match,-1000.0,660.881708,No Match,-1000.0
4961,4137,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935,587.840184,y11-H2O (+2),-0.00198726
12788,4138,532.294456,y10-NH3 (+2) (C13),-0.00460604,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839
437,4139,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,587.840184,y11-H2O (+2),-0.00198726
8432,4140,500.237156,internal 2:6 (+1),-0.00205188,536.959897,No Match,-1000.0
8598,4141,500.273383,b5-CO (+1),-0.00189337,531.794223,y10-H2O (+2) (C13),0.00361917
4049,4142,398.232448,No Match,-1000.0,497.264778,internal 4:13-CO (+2) (C13),-0.00147714
29401,4143,1079.601791,y10 (+1),-0.00617328,1080.604578,y10 (+1) (C13),-0.00560545
11659,4144,530.621016,Parent-H2O (+3) (C13),-0.00031981,175.119605,y1 (+1),-0.00065283
28369,4145,951.541865,y8 (+1),-0.00482478,202.121175,internal 10:11-CO-CO (+1),-0.00255717
19607,4146,660.881708,No Match,-1000.0,668.361566,No Match,-1000.0
6623,4147,476.775123,y8 (+2) (C13),-0.00128724,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
24549,4148,726.38,No Match,-1000.0,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933
7292,4149,486.22122,No Match,-1000.0,759.391959,No Match,-1000.0
3822,4150,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342,1079.601791,y10 (+1),-0.00617328
20236,4151,667.389809,No Match,-1000.0,503.268414,No Match,-1000.0
28050,4152,815.484834,y7 (+1) (C13),-0.00335081,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566
12586,4153,531.794223,y10-H2O (+2) (C13),0.00361917,517.276486,No Match,-1000.0
6222,4154,460.588166,No Match,-1000.0,689.877751,y13 (+2),-0.00224352
28336,4155,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
12554,4156,531.794223,y10-H2O (+2) (C13),0.00361917,401.288604,y3 (+1),-0.00152387
10674,4157,524.284538,Parent-H2O-H2O (+3),-0.00181498,521.631926,No Match,-1000.0
14041,4158,536.959897,No Match,-1000.0,668.863524,y13-HNCNH (+2),0.00108448
8776,4159,500.357482,y4 (+1),-0.00198796,536.182618,No Match,-1000.0
17705,4160,645.354248,y12-H2O (+2),-0.00257975,689.374307,No Match,-1000.0
5031,4161,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935,759.893576,No Match,-1000.0
9167,4162,503.268414,No Match,-1000.0,668.361566,No Match,-1000.0
4120,4163,398.232448,No Match,-1000.0,667.887312,No Match,-1000.0
25853,4164,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827,645.354248,y12-H2O (+2),-0.00257975
18749,4165,654.359227,y12 (+2),-0.00227641,689.374307,No Match,-1000.0
22782,4166,688.870291,No Match,-1000.0,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707
3336,4167,371.193813,internal 3:6 (+1),-0.00130197,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
4071,4168,398.232448,No Match,-1000.0,531.286332,No Match,-1000.0
21967,4169,681.870748,No Match,-1000.0,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
28578,4170,952.544553,y8 (+1) (C13),-0.00415795,487.266092,y9-H2O-NH3 (+2),-0.00175869
17178,4171,625.839478,No Match,-1000.0,681.870748,No Match,-1000.0
3875,4172,397.19662,b8 (+2),-0.00103496,497.264778,internal 4:13-CO (+2) (C13),-0.00147714
13109,4173,535.955778,No Match,-1000.0,521.297717,No Match,-1000.0
4389,4174,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557
14673,4175,541.306032,No Match,-1000.0,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
25170,4176,736.389846,y14-H2O-H2O (+2),-0.00360666,661.858094,No Match,-1000.0
16666,4177,603.793117,b12 (+2),-0.00200785,694.319024,internal 2:8 (+1),-0.0035443
16391,4178,599.30583,b6 (+1),-0.00231197,460.588166,No Match,-1000.0
7231,4179,486.22122,No Match,-1000.0,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267
23496,4180,691.382239,No Match,-1000.0,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
11642,4181,530.2879,Parent-H2O (+3),-0.00165542,759.391959,No Match,-1000.0
10704,4182,524.284538,Parent-H2O-H2O (+3),-0.00181498,588.337358,y11-H2O (+2) (C13),0.00251616
2273,4183,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
3768,4184,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342,661.858094,No Match,-1000.0
22433,4185,682.872369,No Match,-1000.0,815.484834,y7 (+1) (C13),-0.00335081
2985,4186,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,402.292021,y3 (+1) (C13),-0.00158604
8684,4187,500.273383,b5-CO (+1),-0.00189337,759.391959,No Match,-1000.0
2932,4188,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
10579,4189,521.631926,No Match,-1000.0,722.392114,No Match,-1000.0
4707,4190,402.292021,y3 (+1) (C13),-0.00158604,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553
27549,4191,759.391959,No Match,-1000.0,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
2400,4192,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,721.890295,No Match,-1000.0
19384,4193,660.387149,No Match,-1000.0,531.297907,y10-H2O (+2),-0.00174225
27900,4194,814.482029,y7 (+1),-0.00390064,521.631926,No Match,-1000.0
26149,4195,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,500.273383,b5-CO (+1),-0.00189337
22880,4196,689.374307,No Match,-1000.0,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839
6897,4197,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557,660.387149,No Match,-1000.0
24844,4198,731.912667,No Match,-1000.0,694.319024,internal 2:8 (+1),-0.0035443
3275,4199,316.114992,internal 2:4 (+1),-0.00106564,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432
12437,4200,531.621297,No Match,-1000.0,540.804661,y10 (+2) (C13),-0.00153649
19604,4201,660.881708,No Match,-1000.0,667.389809,No Match,-1000.0
28784,4202,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116,535.850077,No Match,-1000.0
29456,4203,1080.604578,y10 (+1) (C13),-0.00560545,500.357482,y4 (+1),-0.00198796
26008,4204,746.892819,No Match,-1000.0,540.30326,y10 (+2),-0.00181291
28868,4205,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116,759.391959,No Match,-1000.0
16265,4206,597.848378,No Match,-1000.0,540.804661,y10 (+2) (C13),-0.00153649
3975,4207,397.19662,b8 (+2),-0.00103496,746.307712,No Match,-1000.0
25865,4208,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827,661.357419,No Match,-1000.0
13971,4209,536.959897,No Match,-1000.0,501.360683,y4 (+1) (C13),-0.00183413
25213,4210,736.389846,y14-H2O-H2O (+2),-0.00360666,758.462697,y6 (+1) (C13),-0.00267753
7076,4211,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,667.389809,No Match,-1000.0
18884,4212,654.860832,y12 (+2) (C13),-0.00220399,597.346987,y11 (+2) (C13),-0.0018305
25459,4213,745.895269,y14-H2O (+2) (C13),-0.0020699,505.285893,y9 (+2) (C13),-0.00132538
16814,4214,610.345456,No Match,-1000.0,659.353388,No Match,-1000.0
16068,4215,597.346987,y11 (+2) (C13),-0.0018305,521.631926,No Match,-1000.0
16481,4216,599.30583,b6 (+1),-0.00231197,681.370686,y13-H2O (+2) (C13),0.00121656
15924,4217,596.845575,y11 (+2),-0.00209592,588.337358,y11-H2O (+2) (C13),0.00251616
5778,4218,429.1995,internal 2:5 (+1),-0.00150966,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566
398,4219,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,500.357482,y4 (+1),-0.00198796
25579,4220,746.307712,No Match,-1000.0,175.119605,y1 (+1),-0.00065283
15470,4221,566.278227,internal 3:8 (+1) (C13),-0.00198556,759.391959,No Match,-1000.0
19956,4222,661.858094,No Match,-1000.0,668.386186,No Match,-1000.0
13734,4223,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707
20803,4224,668.361566,No Match,-1000.0,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267
18287,4225,646.851595,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
15982,4226,596.845575,y11 (+2),-0.00209592,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
10036,4227,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,667.887312,No Match,-1000.0
26569,4228,753.896121,No Match,-1000.0,668.863524,y13-HNCNH (+2),0.00108448
18819,4229,654.860832,y12 (+2) (C13),-0.00220399,402.292021,y3 (+1) (C13),-0.00158604
27360,4230,758.462697,y6 (+1) (C13),-0.00267753,487.266092,y9-H2O-NH3 (+2),-0.00175869
4122,4231,398.232448,No Match,-1000.0,668.386186,No Match,-1000.0
17139,4232,625.839478,No Match,-1000.0,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
5571,4233,428.215597,internal 3:7 (+1),-0.00162225,187.072039,internal 3:4 (+1),-0.00070573
12474,4234,531.621297,No Match,-1000.0,668.386186,No Match,-1000.0
17935,4235,646.348316,y12-NH3 (+2) (C13),-0.00296254,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937
21943,4236,681.870748,No Match,-1000.0,371.193813,internal 3:6 (+1),-0.00130197
12805,4237,532.294456,y10-NH3 (+2) (C13),-0.00460604,646.348316,y12-NH3 (+2) (C13),-0.00296254
25581,4238,746.307712,No Match,-1000.0,187.072039,internal 3:4 (+1),-0.00070573
21798,4239,681.370686,y13-H2O (+2) (C13),0.00121656,500.237156,internal 2:6 (+1),-0.00205188
20102,4240,666.887703,No Match,-1000.0,597.346987,y11 (+2) (C13),-0.0018305
23776,4241,694.319024,internal 2:8 (+1),-0.0035443,660.881708,No Match,-1000.0
29075,4242,1009.566717,y9 (+1) (C13),-0.00485823,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
26884,4243,754.901072,y14 (+2) (C13),-0.00259056,566.278227,internal 3:8 (+1) (C13),-0.00198556
19173,4244,659.353388,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
11715,4245,530.621016,Parent-H2O (+3) (C13),-0.00031981,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
1023,4246,201.087675,internal 2:3 (+1),-0.00069166,754.399472,y14 (+2),-0.00266797
12559,4247,531.794223,y10-H2O (+2) (C13),0.00361917,425.707564,b9 (+2),-0.0012471
28472,4248,951.541865,y8 (+1),-0.00482478,659.353388,No Match,-1000.0
726,4249,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
7298,4250,486.22122,No Match,-1000.0,952.544553,y8 (+1) (C13),-0.00415795
12061,4251,531.286332,No Match,-1000.0,505.285893,y9 (+2) (C13),-0.00132538
7992,4252,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707
25564,4253,745.895269,y14-H2O (+2) (C13),-0.0020699,814.482029,y7 (+1),-0.00390064
8273,4254,497.264778,internal 4:13-CO (+2) (C13),-0.00147714,603.793117,b12 (+2),-0.00200785
14780,4255,541.306032,No Match,-1000.0,952.544553,y8 (+1) (C13),-0.00415795
328,4256,175.119605,y1 (+1),-0.00065283,754.901072,y14 (+2) (C13),-0.00259056
8969,4257,501.360683,y4 (+1) (C13),-0.00183413,603.793117,b12 (+2),-0.00200785
26076,4258,746.892819,No Match,-1000.0,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757
8126,4259,495.779102,y9-H2O (+2),-0.00149414,675.365928,y13-HCOH (+2) (C13),0.0059744
28913,4260,1008.563901,y9 (+1),-0.00539706,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
7906,4261,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,536.182618,No Match,-1000.0
2718,4262,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,654.860832,y12 (+2) (C13),-0.00220399
13849,4263,536.625725,Parent (+3) (C13),-0.00150724,646.348316,y12-NH3 (+2) (C13),-0.00296254
25461,4264,745.895269,y14-H2O (+2) (C13),-0.0020699,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
26447,4265,750.356517,internal 3:10 (+1),-0.00358916,1205.641873,internal 3:14 (+1) (C13),-0.00645537
24562,4266,726.38,No Match,-1000.0,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935
15103,4267,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839,722.392114,No Match,-1000.0
8857,4268,500.357482,y4 (+1),-0.00198796,758.462697,y6 (+1) (C13),-0.00267753
16905,4269,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267,402.292021,y3 (+1) (C13),-0.00158604
2456,4270,288.204002,y2 (+1),-0.00098585,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673
1772,4271,230.116129,internal 10:11-CO (+1),-0.00259655,428.215597,internal 3:7 (+1),-0.00162225
24915,4272,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,429.1995,internal 2:5 (+1),-0.00150966
19712,4273,661.357419,No Match,-1000.0,500.357482,y4 (+1),-0.00198796
188,4274,175.119605,y1 (+1),-0.00065283,288.204002,y2 (+1),-0.00098585
10477,4275,521.631926,No Match,-1000.0,476.273741,y8 (+2),-0.00158266
6209,4276,460.588166,No Match,-1000.0,668.361566,No Match,-1000.0
19413,4277,660.387149,No Match,-1000.0,629.40075,y5 (+1),-0.00266287
28383,4278,951.541865,y8 (+1),-0.00482478,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
19612,4279,660.881708,No Match,-1000.0,680.872829,y13-H2O (+2),-0.00260386
27710,4280,759.893576,No Match,-1000.0,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
24930,4281,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,500.237156,internal 2:6 (+1),-0.00205188
20077,4282,666.887703,No Match,-1000.0,530.621016,Parent-H2O (+3) (C13),-0.00031981
23512,4283,691.382239,No Match,-1000.0,397.19662,b8 (+2),-0.00103496
1532,4284,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032,725.878589,No Match,-1000.0
6142,4285,460.588166,No Match,-1000.0,503.268414,No Match,-1000.0
19632,4286,660.881708,No Match,-1000.0,736.389846,y14-H2O-H2O (+2),-0.00360666
15157,4287,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039,371.193813,internal 3:6 (+1),-0.00130197
6397,4288,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566,690.379342,y13 (+2) (C13),-0.0021571
11937,4289,530.954686,No Match,-1000.0,646.851595,No Match,-1000.0
29200,4290,1009.566717,y9 (+1) (C13),-0.00485823,731.912667,No Match,-1000.0
19635,4291,660.881708,No Match,-1000.0,746.307712,No Match,-1000.0
25708,4292,746.307712,No Match,-1000.0,688.870291,No Match,-1000.0
15303,4293,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
20133,4294,666.887703,No Match,-1000.0,675.869221,No Match,-1000.0
27045,4295,755.402417,No Match,-1000.0,535.955778,No Match,-1000.0
10860,4296,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,531.794223,y10-H2O (+2) (C13),0.00361917
13871,4297,536.625725,Parent (+3) (C13),-0.00150724,681.370686,y13-H2O (+2) (C13),0.00121656
3220,4298,316.114992,internal 2:4 (+1),-0.00106564,566.278227,internal 3:8 (+1) (C13),-0.00198556
6088,4299,460.254049,No Match,-1000.0,1204.639002,internal 3:14 (+1),-0.0069392
9586,4300,505.285893,y9 (+2) (C13),-0.00132538,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975
27479,4301,758.462697,y6 (+1) (C13),-0.00267753,815.484834,y7 (+1) (C13),-0.00335081
29306,4302,1079.601791,y10 (+1),-0.00617328,535.850077,No Match,-1000.0
8150,4303,495.779102,y9-H2O (+2),-0.00149414,745.895269,y14-H2O (+2) (C13),-0.0020699
674,4304,187.072039,internal 3:4 (+1),-0.00070573,753.896121,No Match,-1000.0
2434,4305,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,1204.639002,internal 3:14 (+1),-0.0069392
14449,4306,540.804661,y10 (+2) (C13),-0.00153649,202.121175,internal 10:11-CO-CO (+1),-0.00255717
24007,4307,717.904469,No Match,-1000.0,1080.604578,y10 (+1) (C13),-0.00560545
17936,4308,646.348316,y12-NH3 (+2) (C13),-0.00296254,288.204002,y2 (+1),-0.00098585
9605,4309,505.285893,y9 (+2) (C13),-0.00132538,460.588166,No Match,-1000.0
26441,4310,750.356517,internal 3:10 (+1),-0.00358916,1009.566717,y9 (+1) (C13),-0.00485823
24343,4311,722.392114,No Match,-1000.0,758.462697,y6 (+1) (C13),-0.00267753
12894,4312,535.850077,No Match,-1000.0,316.114992,internal 2:4 (+1),-0.00106564
18325,4313,646.851595,No Match,-1000.0,505.285893,y9 (+2) (C13),-0.00132538
8803,4314,500.357482,y4 (+1),-0.00198796,646.348316,y12-NH3 (+2) (C13),-0.00296254
6679,4315,476.775123,y8 (+2) (C13),-0.00128724,530.621016,Parent-H2O (+3) (C13),-0.00031981
3364,4316,371.193813,internal 3:6 (+1),-0.00130197,517.276486,No Match,-1000.0
7176,4317,486.22122,No Match,-1000.0,487.266092,y9-H2O-NH3 (+2),-0.00175869
19714,4318,661.357419,No Match,-1000.0,503.268414,No Match,-1000.0
6160,4319,460.588166,No Match,-1000.0,531.297907,y10-H2O (+2),-0.00174225
19140,4320,659.353388,No Match,-1000.0,156.102426,No Match,-1000.0
17001,4321,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267,675.869221,No Match,-1000.0
17085,4322,625.839478,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
24896,4323,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,288.204002,y2 (+1),-0.00098585
15494,4324,587.840184,y11-H2O (+2),-0.00198726,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032
28988,4325,1008.563901,y9 (+1),-0.00539706,646.372715,No Match,-1000.0
17100,4326,625.839478,No Match,-1000.0,500.237156,internal 2:6 (+1),-0.00205188
17136,4327,625.839478,No Match,-1000.0,541.306032,No Match,-1000.0
27829,4328,759.893576,No Match,-1000.0,951.541865,y8 (+1),-0.00482478
4639,4329,401.288604,y3 (+1),-0.00152387,666.887703,No Match,-1000.0
19809,4330,661.357419,No Match,-1000.0,746.307712,No Match,-1000.0
24420,4331,725.878589,No Match,-1000.0,521.631926,No Match,-1000.0
6405,4332,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566,726.38,No Match,-1000.0
14310,4333,540.30326,y10 (+2),-0.00181291,487.266092,y9-H2O-NH3 (+2),-0.00175869
23615,4334,691.382239,No Match,-1000.0,681.370686,y13-H2O (+2) (C13),0.00121656
6773,4335,476.775123,y8 (+2) (C13),-0.00128724,815.484834,y7 (+1) (C13),-0.00335081
29019,4336,1008.563901,y9 (+1),-0.00539706,691.382239,No Match,-1000.0
20331,4337,667.389809,No Match,-1000.0,746.307712,No Match,-1000.0
6091,4338,460.588166,No Match,-1000.0,175.119605,y1 (+1),-0.00065283
7375,4339,487.266092,y9-H2O-NH3 (+2),-0.00175869,530.621016,Parent-H2O (+3) (C13),-0.00031981
10712,4340,524.284538,Parent-H2O-H2O (+3),-0.00181498,625.839478,No Match,-1000.0
9255,4341,503.602581,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
22023,4342,681.870748,No Match,-1000.0,629.40075,y5 (+1),-0.00266287
8736,4343,500.357482,y4 (+1),-0.00198796,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566
17518,4344,630.403825,y5 (+1) (C13),-0.00238304,667.887312,No Match,-1000.0
15433,4345,566.278227,internal 3:8 (+1) (C13),-0.00198556,668.863524,y13-HNCNH (+2),0.00108448
11262,4346,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,681.870748,No Match,-1000.0
3830,4347,397.19662,b8 (+2),-0.00103496,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384
4219,4348,399.225909,y7-NH3 (+2),0.00351886,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
13021,4349,535.850077,No Match,-1000.0,745.394437,y14-H2O (+2),-0.00291531
8975,4350,501.360683,y4 (+1) (C13),-0.00183413,645.354248,y12-H2O (+2),-0.00257975
3052,4351,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,599.30583,b6 (+1),-0.00231197
8986,4352,501.360683,y4 (+1) (C13),-0.00183413,660.881708,No Match,-1000.0
10022,4353,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,646.372715,No Match,-1000.0
11485,4354,530.2879,Parent-H2O (+3),-0.00165542,175.119605,y1 (+1),-0.00065283
16202,4355,597.848378,No Match,-1000.0,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673
7295,4356,486.22122,No Match,-1000.0,815.484834,y7 (+1) (C13),-0.00335081
